"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr20",35454676,35455176,501,"*",5.99261468173465,6.04274463521977,5.9406799410608,0.0499849805402471,0.914076221226184,0.963079000511928,"Promoter (<=1kb)",20,35455164,35466204,11041,1,"11190","ENST00000446710.5",0,"ENSG00000126001","CEP250","centrosomal protein 250","Promoter (<=1 kb)","CEP250","11190"
"chr16",1379199,1379699,501,"*",5.62827376047906,5.58639836135912,5.66896789849276,-0.049092772006952,0.914100899978698,0.963079000511928,"Promoter (<=1kb)",16,1363205,1379683,16479,2,"64718","ENST00000248104.11",0,"ENSG00000059145","UNKL","unk like zinc finger","Promoter (<=1 kb)","UNKL","64718"
"chr19",39402732,39403232,501,"*",5.57711629595392,5.67555468992427,5.47146614769681,0.0440524264867581,0.914204007243933,0.963079000511928,"Exon (ENST00000687686.2/ENST00000687686.2, exon 1 of 1)",19,39406847,39409407,2561,1,"7538","ENST00000597629.3",-3615,"ENSG00000128016","ZFP36","ZFP36 ring finger protein","Other exon","ZFP36","7538"
"chr8",95133423,95133923,501,"*",4.70136950351924,4.8032087308397,4.59179177447826,0.0434731345612628,0.914473640435263,0.963079000511928,"Promoter (<=1kb)",8,95133679,95156679,23001,1,"79666","ENST00000700746.1",0,"ENSG00000175895","PLEKHF2","pleckstrin homology and FYVE domain containing 2","Promoter (<=1 kb)","PLEKHF2","79666"
"chr10",97713285,97713785,501,"*",4.42080984579635,4.50247701954443,4.33424084097555,0.0458448132885677,0.914656034005741,0.963079000511928,"Promoter (<=1kb)",10,97713517,97717627,4111,1,"83742","ENST00000434038.6",0,"ENSG00000155254","MARVELD1","MARVEL domain containing 1","Promoter (<=1 kb)","MARVELD1","83742"
"chr9",137450539,137451039,501,"*",4.09036049884444,4.00281180943262,4.17289896422496,-0.0448752885313592,0.915842207496014,0.963698103380848,"Promoter (<=1kb)",9,137450026,137450086,61,2,"102466223","ENST00000611474.1",-453,"ENSG00000284317","MIR7114","microRNA 7114","Promoter (<=1 kb)","MIR7114","102466223"
"chr12",121917831,121918331,501,"*",3.99552017147607,4.09866461436588,3.88442975491921,0.040271733805797,0.918926242031044,0.965899374321037,"Promoter (<=1kb)",12,121918592,121972069,53478,1,"144406","ENST00000397454.2",-261,"ENSG00000158023","CFAP251","cilia and flagella associated protein 251","Promoter (<=1 kb)","CFAP251","144406"
"chr19",1438253,1438753,501,"*",5.30402930784983,5.25205318214252,5.35419781864643,-0.0466928182564443,0.919593278724309,0.965899374321037,"Promoter (<=1kb)",19,1438358,1440494,2137,1,"6209","ENST00000233609.8",0,"ENSG00000115268","RPS15","ribosomal protein S15","Promoter (<=1 kb)","RPS15","6209"
"chr3",58251901,58252401,501,"*",3.88302558182387,3.98763330197713,3.77023577249741,0.0396239354109828,0.919646405389663,0.965899374321037,"Intron (ENST00000295962.8/57406, intron 1 of 8)",3,58238422,58271061,32640,1,"57406","ENST00000485900.1",13479,"ENSG00000163686","ABHD6","abhydrolase domain containing 6, acylglycerol lipase","Other intron","ABHD6","57406"
"chr16",1610606,1611106,501,"*",5.60412564716381,5.53881778985922,5.66660474141925,-0.0454388893858377,0.919732861706065,0.965899374321037,"Promoter (<=1kb)",16,1510430,1610693,100264,2,"9742","ENST00000397417.6",0,"ENSG00000187535","IFT140","intraflagellar transport 140","Promoter (<=1 kb)","IFT140","9742"
"chrX",101391112,101391612,501,"*",5.65430338098823,5.7093396876818,5.59708397836576,0.0452076262367043,0.922104456457568,0.967164668974475,"Promoter (<=1kb)",23,101391114,101395795,4682,1,"6173","ENST00000465744.5",0,"ENSG00000241343","RPL36A","ribosomal protein L36a","Promoter (<=1 kb)","RPL36A","6173"
"chr19",32345581,32346081,501,"*",5.44318541995392,5.49049105836439,5.3942759011076,0.0451338439020642,0.922220200987625,0.967164668974475,"Promoter (<=1kb)",19,32345594,32387667,42074,1,"22847","ENST00000311921.8",0,"ENSG00000168813","ZNF507","zinc finger protein 507","Promoter (<=1 kb)","ZNF507","22847"
"chr2",37570328,37570828,501,"*",6.06801810498838,6.0366585928881,6.09871043954852,-0.0424590280893087,0.922596124807485,0.967164668974475,"Intron (ENST00000751641.1/105374464, intron 3 of 5)",2,37562516,37613087,50572,1,"105374464","ENST00000751705.1",7812,"ENSG00000236213","LINC03063","long intergenic non-protein coding RNA 3063","Other intron","LINC03063","105374464"
"chr7",73842222,73842722,501,"*",5.11432962348771,5.06868152033603,5.15857757058109,-0.0449180256846085,0.922705614051585,0.967164668974475,"Promoter (<=1kb)",7,73834590,73842516,7927,2,"155368","ENST00000297873.9",0,"ENSG00000165171","METTL27","methyltransferase like 27","Promoter (<=1 kb)","METTL27","155368"
"chr12",96212408,96212908,501,"*",4.70323104948876,4.63892749882043,4.76479035469717,-0.0430987675409921,0.923004791794028,0.967164668974475,"5' UTR",12,96194614,96247211,52598,1,"2004","ENST00000547860.1",17794,"ENSG00000111145","ELK3","ETS transcription factor ELK3","5' UTR","ELK3","2004"
"chr1",161398668,161399168,501,"*",4.98473966099951,5.07169756676561,4.89220230326436,0.0391866731848232,0.923924134540936,0.967164668974475,"Distal Intergenic",1,161364733,161367876,3144,2,"257177","ENST00000367974.2",-30792,"ENSG00000188931","CFAP126","cilia and flagella associated protein 126","Distal intergenic","CFAP126","257177"
"chr17",65593322,65593822,501,"*",5.08677526745378,5.04847558391231,5.12408443598011,-0.0434606503448658,0.924394190972307,0.967164668974475,"Intron (ENST00000577662.1/8313, intron 3 of 6)",17,65528563,65561648,33086,2,"8313","ENST00000307078.10",-31674,"ENSG00000168646","AXIN2","axin 2","Other intron","AXIN2","8313"
"chr16",30814215,30814715,501,"*",4.24574915943493,4.14541775078061,4.33955447219123,-0.0373142994129595,0.924810052404449,0.967164668974475,"Distal Intergenic",16,30834655,30840754,6100,2,"9274","ENST00000576194.1",26039,"ENSG00000099385","BCL7C","BAF chromatin remodeling complex subunit BCL7C","Distal intergenic","BCL7C","9274"
"chr17",74776253,74776753,501,"*",5.64076262712824,5.59780531701411,5.6824777495515,-0.0437658047813681,0.92483995813481,0.967164668974475,"Promoter (<=1kb)",17,74770529,74776345,5817,2,"26151","ENST00000357814.8",0,"ENSG00000109065","NAT9","N-acetyltransferase 9","Promoter (<=1 kb)","NAT9","26151"
"chr20",58691969,58692469,501,"*",4.96126560113496,5.0130680028367,4.90753364789543,0.0432220341436072,0.925652390400739,0.967439519313187,"Promoter (<=1kb)",20,58692800,58715844,23045,1,"79716","ENST00000356091.11",-331,"ENSG00000215440","NPEPL1","aminopeptidase like 1","Promoter (<=1 kb)","NPEPL1","79716"
"chr7",100335821,100336321,501,"*",5.83971270957029,5.88442562683364,5.79356957701769,0.0427809647596967,0.926269933572107,0.967439519313187,"Promoter (<=1kb)",7,100336125,100341328,5204,1,"101735302","ENST00000422479.5",0,"ENSG00000272752","STAG3L5P","STAG3 cohesin complex component like 5, pseudogene","Promoter (<=1 kb)","STAG3L5P","101735302"
"chr19",36528232,36528732,501,"*",4.77510907735912,4.86868841271206,4.6750361523512,0.0361071407544238,0.926303822806077,0.967439519313187,"Promoter (<=1kb)",19,36510687,36528271,17585,2,"339324","ENST00000523638.6",0,"ENSG00000254004","ZNF260","zinc finger protein 260","Promoter (<=1 kb)","ZNF260","339324"
"chr11",70568384,70568884,501,"*",4.74551731122857,4.68670414204164,4.80202650957525,-0.0415090548718632,0.926612531704836,0.967448339971802,"Intron (ENST00000601538.6/22941, intron 17 of 25)",11,70626441,70635658,9218,1,"100874198","ENST00000663650.1",-57557,"ENSG00000226627","SHANK2-AS1","SHANK2 antisense RNA 1","Other intron","SHANK2-AS1","100874198"
"chr1",155938189,155938689,501,"*",3.56742499250046,3.43123995345275,3.69185621612211,-0.0313128877859429,0.92757095143304,0.968135278755184,"Promoter (2-3kb)",1,155941638,155943087,1450,1,"339403","ENST00000368318.5",-2949,"ENSG00000173080","RXFP4","relaxin family peptide/INSL5 receptor 4","Promoter (2-3 kb)","RXFP4","339403"
"chr3",186826751,186827251,501,"*",5.65962554773629,5.70301854165684,5.6148868094672,0.0415243087085852,0.928418626678834,0.968706222525648,"Promoter (1-2kb)",3,186824299,186825662,1364,2,"102724699","ENST00000806339.1",-1089,"ENSG00000232233","LINC02043","long intergenic non-protein coding RNA 2043","Promoter (1-2 kb)","LINC02043","102724699"
"chr13",50124273,50124773,501,"*",4.9263103993274,4.87979655114558,4.97137131905728,-0.0414072252115889,0.928802284578894,0.968792800554612,"Promoter (<=1kb)",13,50044683,50125213,80531,2,"8847","ENST00000732485.1",440,"ENSG00000231607","DLEU2","deleted in lymphocytic leukemia 2","Promoter (<=1 kb)","DLEU2","8847"
"chr19",35931382,35931882,501,"*",5.69477123269486,5.63406164836949,5.7530289458298,-0.0395123995468816,0.929253491988086,0.968949757665247,"Exon (ENST00000749280.1/ENST00000749280.1, exon 1 of 1)",19,35935550,35945767,10218,1,"79414","ENST00000588831.5",-3668,"ENSG00000126243","LRFN3","leucine rich repeat and fibronectin type III domain containing 3","Other exon","LRFN3","79414"
"chr9",136373198,136373698,501,"*",5.10957654309623,5.066583330185,5.15132552098916,-0.0402038034513438,0.930798754654135,0.970247035747532,"Promoter (<=1kb)",9,136361904,136373644,11741,2,"64170","ENST00000696169.1",0,"ENSG00000187796","CARD9","caspase recruitment domain family member 9","Promoter (<=1 kb)","CARD9","64170"
"chr22",37432245,37432745,501,"*",4.44886340176475,4.36421582985127,4.528818479975,-0.0347944246113787,0.932144184864155,0.97133524050204,"Exon (ENST00000755890.1/ENST00000755890.1, exon 3 of 3)",22,37367960,37427479,59520,2,"114794","ENST00000402918.7",-4766,"ENSG00000166897","ELFN2","extracellular leucine rich repeat and fibronectin type III domain containing 2","Other exon","ELFN2","114794"
"chr17",29148641,29149141,501,"*",5.23258939510491,5.19095365156963,5.27305717202218,-0.039071822033455,0.932851296909192,0.971443722896386,"Intron (ENST00000582196.1/124903967, intron 1 of 1)",17,29140483,29155489,15007,1,"124903967","ENST00000582196.1",8158,NA,"LOC124903967","uncharacterized LOC124903967","Other intron","LOC124903967","124903967"
"chr22",30256822,30257322,501,"*",3.60110973927816,3.51370211364472,3.68352281714763,-0.0325923818930635,0.933206130844504,0.971499241867848,"Distal Intergenic",22,30263868,30265818,1951,2,"5008","ENST00000403389.1",8496,"ENSG00000099985","OSM","oncostatin M","Distal intergenic","OSM","5008"
"chr2",129827055,129827555,501,"*",4.56383467683116,4.62293888262292,4.50220527477883,0.0371439918643653,0.933872435540242,0.971878871870368,"Intron (ENST00000809995.1/124907889, intron 3 of 5)",2,129865632,129866542,911,2,"105373615","ENST00000810022.1",38987,"ENSG00000229536","LINC02572","long intergenic non-protein coding RNA 2572","Other intron","LINC02572","105373615"
"chr8",100722382,100722882,501,"*",5.3877301439337,5.35101881673182,5.42353043632221,-0.0377685522318082,0.935132607348341,0.972459113499012,"Promoter (<=1kb)",8,100702795,100722749,19955,2,"26986","ENST00000521865.6",0,"ENSG00000070756","PABPC1","poly(A) binding protein cytoplasmic 1","Promoter (<=1 kb)","PABPC1","26986"
"chr11",394108,394608,501,"*",5.0779355844903,5.15113203426001,5.0008260267651,0.0333202156406521,0.935637260039398,0.972459113499012,"Promoter (<=1kb)",11,394145,404908,10764,1,"11187","ENST00000528036.6",0,"ENSG00000184363","PKP3","plakophilin 3","Promoter (<=1 kb)","PKP3","11187"
"chr20",36773562,36774062,501,"*",6.11406162456522,6.13581334697757,6.09197692147647,0.0310093199436382,0.936553604753502,0.973097618354009,"Promoter (<=1kb)",20,36751791,36773751,21961,2,"79980","ENST00000426836.5",0,"ENSG00000149636","DSN1","DSN1 component of MIS12 kinetochore complex","Promoter (<=1 kb)","DSN1","79980"
"chr3",44337964,44338464,501,"*",4.67698097747277,4.71529847224536,4.63761795082333,0.0365583543246052,0.937132215224571,0.973384912138481,"Promoter (<=1kb)",3,44338119,44359804,21686,1,"285343","ENST00000383746.7",0,"ENSG00000179152","TCAIM","T cell activation inhibitor, mitochondrial","Promoter (<=1 kb)","TCAIM","285343"
"chr12",50025202,50025702,501,"*",5.37701819649343,5.40426121098036,5.34925082318962,0.034846471307398,0.937575526460552,0.973531532792749,"Promoter (<=1kb)",12,49989162,50025438,36277,2,"29127","ENST00000427314.6",0,"ENSG00000161800","RACGAP1","Rac GTPase activating protein 1","Promoter (<=1 kb)","RACGAP1","29127"
"chr2",241223738,241224238,501,"*",3.80778691413507,3.69283857731264,3.91424863745856,-0.0271722259698273,0.938138385545515,0.973802151490866,"3' UTR",2,241218294,241225377,7084,1,"50636","ENST00000459928.1",5444,"ENSG00000146205","ANO7","anoctamin 7","3' UTR","ANO7","50636"
"chr3",47513392,47513892,501,"*",6.085007207808,6.05702954628343,6.11245261416125,-0.0343906060955309,0.939367074934763,0.974763515439551,"Promoter (<=1kb)",3,47495640,47513712,18073,2,"54859","ENST00000296149.9",0,"ENSG00000163832","ELP6","elongator acetyltransferase complex subunit 6","Promoter (<=1 kb)","ELP6","54859"
"chr19",13116371,13116871,501,"*",6.23071114647741,6.20605351969123,6.25495441284468,-0.0320212160230889,0.939932243428123,0.975035958894209,"Promoter (<=1kb)",19,13116862,13141126,24265,1,"112939","ENST00000586171.3",0,"ENSG00000160877","NACC1","nucleus accumbens associated 1","Promoter (<=1 kb)","NACC1","112939"
"chr17",80258253,80258753,501,"*",4.10937584968155,4.18200724425841,4.03289313395718,0.029590050869605,0.940954922369432,0.975735630224415,"Promoter (2-3kb)",17,80260852,80398794,137943,1,"57674","ENST00000582970.6",-2099,"ENSG00000173821","RNF213","ring finger protein 213","Promoter (2-3 kb)","RNF213","57674"
"chr3",156751310,156751810,501,"*",4.60688028031824,4.56870196360602,4.64407426937416,-0.0342141142437187,0.941212395635469,0.975735630224415,"Promoter (<=1kb)",3,156671862,156751658,79797,2,"730091","ENST00000721664.1",0,"ENSG00000243926","LINC00886","long intergenic non-protein coding RNA 886","Promoter (<=1 kb)","LINC00886","730091"
"chr12",122266464,122266964,501,"*",5.17540438563311,5.14778160605964,5.2025082023108,-0.0335462609666511,0.941594803923041,0.97581809528467,"Promoter (<=1kb)",12,122229564,122266494,36931,2,"65082","ENST00000267199.9",0,"ENSG00000139719","VPS33A","VPS33A core subunit of CORVET and HOPS complexes","Promoter (<=1 kb)","VPS33A","65082"
"chr12",121663994,121664494,501,"*",4.16823302817266,4.25987917003653,4.07036783937584,0.0251835473598541,0.943548017470675,0.977131075976984,"Promoter (<=1kb)",12,121664111,121694295,30185,1,"105370034","ENST00000797271.1",0,NA,"LOC105370034","uncharacterized LOC105370034","Promoter (<=1 kb)","LOC105370034","105370034"
"chr7",151062557,151063057,501,"*",5.50614358171681,5.56647643022052,5.44317710326538,0.0295040434413048,0.943975593313628,0.977131075976984,"Promoter (<=1kb)",7,151062634,151076523,13890,1,"6522","ENST00000461735.1",0,"ENSG00000164889","SLC4A2","solute carrier family 4 member 2","Promoter (<=1 kb)","SLC4A2","6522"
"chr17",47694311,47694811,501,"*",4.2681270843692,4.20175810732998,4.33157666825657,-0.0281829239213819,0.944117219292515,0.977131075976984,"Promoter (<=1kb)",17,47694619,47698767,4149,1,"9755","ENST00000537587.6",0,"ENSG00000198933","TBKBP1","TBK1 binding protein 1","Promoter (<=1 kb)","TBKBP1","9755"
"chr5",95823684,95824184,501,"*",4.32397568188265,4.36827587346444,4.27827197318344,0.0320929797501861,0.944378079016862,0.977131075976984,"Promoter (<=1kb)",5,95813849,95822726,8878,2,"2745","ENST00000237858.11",-958,"ENSG00000173221","GLRX","glutaredoxin","Promoter (<=1 kb)","GLRX","2745"
"chr7",55366179,55366679,501,"*",4.98922875773356,4.95635808238063,5.02136715395496,-0.0316147117776595,0.945283601531227,0.977751499120937,"Promoter (<=1kb)",7,55366111,55431528,65418,1,"55915","ENST00000452107.6",68,"ENSG00000132434","LANCL2","LanC like glutathione S-transferase 2","Promoter (<=1 kb)","LANCL2","55915"
"chr11",130002667,130003167,501,"*",6.29172123091049,6.31526322987323,6.26778869025947,0.028509491986866,0.945888089000609,0.977751499120937,"Promoter (<=1kb)",11,129899706,130002835,103130,2,"56980","ENST00000358825.9",0,"ENSG00000170325","PRDM10","PR/SET domain 10","Promoter (<=1 kb)","PRDM10","56980"
"chr14",104729800,104730300,501,"*",3.14777624430008,3.0442168303435,3.24439723915089,-0.0225440118069501,0.946692973623445,0.978269647535196,"Promoter (<=1kb)",14,104729893,104747308,17416,1,"122622","ENST00000553540.5",0,"ENSG00000185100","ADSS1","adenylosuccinate synthase 1","Promoter (<=1 kb)","ADSS1","122622"
"chr12",51270501,51271001,501,"*",5.96675185988022,5.94153911693054,5.99153153881721,-0.0284159979542159,0.948503621846182,0.979826441035075,"Promoter (<=1kb)",12,51244558,51270415,25858,2,"57228","ENST00000603798.6",-86,"ENSG00000170545","SMAGP","small cell adhesion glycoprotein","Promoter (<=1 kb)","SMAGP","57228"
"chr2",96324784,96325284,501,"*",5.51344758813507,5.48283290565912,5.54342608903053,-0.029487702794753,0.949108688792955,0.980137242080418,"Promoter (<=1kb)",2,96325317,96328353,3037,1,"150771","ENST00000439118.3",-33,"ENSG00000198885","ITPRIPL1","ITPRIP like 1","Promoter (<=1 kb)","ITPRIPL1","150771"
"chr2",10285492,10285992,501,"*",5.00914780020514,5.0348460058909,4.98298352722845,0.0286945412083775,0.949768727176172,0.980504594348486,"Intron (ENST00000757580.1/ENST00000757580.1, intron 2 of 2)",2,10296047,10296180,134,2,"124900530","ENST00000384171.1",10188,"ENSG00000206898","LOC124900530","small nucleolar RNA SNORA51","Other intron","LOC124900530","124900530"
"chr17",80791880,80792380,501,"*",4.75122162717805,4.80824045438174,4.69185621612211,0.0256067220929832,0.950282687087856,0.980720953810721,"Intron (ENST00000574767.5/57521, intron 6 of 11)",17,80801640,80805632,3993,2,"101928855","ENST00000570335.1",13252,"ENSG00000262833","LOC101928855","uncharacterized LOC101928855","Other intron","LOC101928855","101928855"
"chr11",126416353,126416853,501,"*",5.1179340218445,5.08653897509072,5.14866039425668,-0.0282784460125164,0.951009474430628,0.98115674883621,"Intron (ENST00000524834.5/6484, intron 6 of 6)",11,126408450,126414554,6105,1,"6484","ENST00000533826.1",7903,"ENSG00000110080","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4","Other intron","ST3GAL4","6484"
"chr2",3535698,3536198,501,"*",3.92741189073119,3.86733906825942,3.9850829952341,-0.0227296992495988,0.953221389523965,0.98312398112875,"Promoter (<=1kb)",2,3531984,3536852,4869,2,"246243","ENST00000416463.2",654,"ENSG00000171865","RNASEH1","ribonuclease H1","Promoter (<=1 kb)","RNASEH1","246243"
"chr19",2475089,2475589,501,"*",4.19209059011061,4.25066770781093,4.13103406597301,0.0222191495172367,0.955425235564756,0.984766509593616,"Promoter (<=1kb)",19,2476127,2478257,2131,1,"4616","ENST00000215631.9",-538,"ENSG00000099860","GADD45B","growth arrest and DNA damage inducible beta","Promoter (<=1 kb)","GADD45B","4616"
