GL000194.1	3229	3659	Scramble_H4K16ac_rep1_peak_1	GL000194.1	1633	4194	p53KD_H4K16ac_rep1_peak_3
chr9	44388716	44389030	Scramble_H4K16ac_rep1_peak_11582	chr9	44388687	44389274	p53KD_H4K16ac_rep1_peak_13061
chr9	44392704	44394166	Scramble_H4K16ac_rep1_peak_11583	chr9	44392623	44396251	p53KD_H4K16ac_rep1_peak_13063
chr9	44397604	44404137	Scramble_H4K16ac_rep1_peak_11584	chr9	44397460	44404586	p53KD_H4K16ac_rep1_peak_13064
chr9	44406933	44407193	Scramble_H4K16ac_rep1_peak_11585	chr9	44405683	44415350	p53KD_H4K16ac_rep1_peak_13065
chr9	44408674	44409779	Scramble_H4K16ac_rep1_peak_11586	chr9	44405683	44415350	p53KD_H4K16ac_rep1_peak_13065
chr9	44411503	44411894	Scramble_H4K16ac_rep1_peak_11587	chr9	44405683	44415350	p53KD_H4K16ac_rep1_peak_13065
chr9	44421074	44421736	Scramble_H4K16ac_rep1_peak_11588	chr9	44420907	44421759	p53KD_H4K16ac_rep1_peak_13068
chr9	44428540	44431031	Scramble_H4K16ac_rep1_peak_11589	chr9	44429058	44431216	p53KD_H4K16ac_rep1_peak_13069
chr9	44435436	44435718	Scramble_H4K16ac_rep1_peak_11590	chr9	44434906	44435975	p53KD_H4K16ac_rep1_peak_13071
chr9	44441807	44443243	Scramble_H4K16ac_rep1_peak_11591	chr9	44442752	44444113	p53KD_H4K16ac_rep1_peak_13073
chr9	44448667	44451076	Scramble_H4K16ac_rep1_peak_11592	chr9	44445642	44466973	p53KD_H4K16ac_rep1_peak_13074
chr9	44453670	44455228	Scramble_H4K16ac_rep1_peak_11593	chr9	44445642	44466973	p53KD_H4K16ac_rep1_peak_13074
chr9	44458253	44465148	Scramble_H4K16ac_rep1_peak_11594	chr9	44445642	44466973	p53KD_H4K16ac_rep1_peak_13074
chr9	44469369	44474053	Scramble_H4K16ac_rep1_peak_11595	chr9	44468031	44469601	p53KD_H4K16ac_rep1_peak_13075
chr9	44469369	44474053	Scramble_H4K16ac_rep1_peak_11595	chr9	44470459	44474835	p53KD_H4K16ac_rep1_peak_13075
chr9	44478753	44481450	Scramble_H4K16ac_rep1_peak_11596	chr9	44476884	44481527	p53KD_H4K16ac_rep1_peak_13076
chr9	44482503	44482796	Scramble_H4K16ac_rep1_peak_11597	chr9	44482445	44483516	p53KD_H4K16ac_rep1_peak_13076
chr9	44486667	44490774	Scramble_H4K16ac_rep1_peak_11598	chr9	44486743	44493343	p53KD_H4K16ac_rep1_peak_13078
chr9	44491814	44492665	Scramble_H4K16ac_rep1_peak_11599	chr9	44486743	44493343	p53KD_H4K16ac_rep1_peak_13078
chr9	44494527	44494787	Scramble_H4K16ac_rep1_peak_11600	chr9	44494487	44496526	p53KD_H4K16ac_rep1_peak_13078
chr9	44495891	44496442	Scramble_H4K16ac_rep1_peak_11601	chr9	44494487	44496526	p53KD_H4K16ac_rep1_peak_13078
chr9	44505927	44511073	Scramble_H4K16ac_rep1_peak_11602	chr9	44503597	44506380	p53KD_H4K16ac_rep1_peak_13080
chr9	44505927	44511073	Scramble_H4K16ac_rep1_peak_11602	chr9	44507382	44524948	p53KD_H4K16ac_rep1_peak_13081
chr9	44513493	44514717	Scramble_H4K16ac_rep1_peak_11603	chr9	44507382	44524948	p53KD_H4K16ac_rep1_peak_13081
chr9	44517479	44524816	Scramble_H4K16ac_rep1_peak_11604	chr9	44507382	44524948	p53KD_H4K16ac_rep1_peak_13081
chr9	44526296	44530803	Scramble_H4K16ac_rep1_peak_11605	chr9	44526680	44531078	p53KD_H4K16ac_rep1_peak_13082
chr9	44534375	44534965	Scramble_H4K16ac_rep1_peak_11606	chr9	44532972	44548317	p53KD_H4K16ac_rep1_peak_13083
chr9	44536491	44537825	Scramble_H4K16ac_rep1_peak_11607	chr9	44532972	44548317	p53KD_H4K16ac_rep1_peak_13083
chr9	44540971	44541381	Scramble_H4K16ac_rep1_peak_11608	chr9	44532972	44548317	p53KD_H4K16ac_rep1_peak_13083
chr9	44542731	44543310	Scramble_H4K16ac_rep1_peak_11609	chr9	44532972	44548317	p53KD_H4K16ac_rep1_peak_13083
chr9	44544721	44545452	Scramble_H4K16ac_rep1_peak_11610	chr9	44532972	44548317	p53KD_H4K16ac_rep1_peak_13083
chr9	44547992	44548263	Scramble_H4K16ac_rep1_peak_11611	chr9	44532972	44548317	p53KD_H4K16ac_rep1_peak_13083
chr9	44549824	44550768	Scramble_H4K16ac_rep1_peak_11612	chr9	44549326	44558321	p53KD_H4K16ac_rep1_peak_13083
chr9	44552083	44557033	Scramble_H4K16ac_rep1_peak_11613	chr9	44549326	44558321	p53KD_H4K16ac_rep1_peak_13083
chr9	44560789	44561139	Scramble_H4K16ac_rep1_peak_11614	chr9	44560481	44570146	p53KD_H4K16ac_rep1_peak_13084
chr9	44564679	44566675	Scramble_H4K16ac_rep1_peak_11615	chr9	44560481	44570146	p53KD_H4K16ac_rep1_peak_13084
chr9	44567879	44569657	Scramble_H4K16ac_rep1_peak_11616	chr9	44560481	44570146	p53KD_H4K16ac_rep1_peak_13084
chr9	44572784	44573640	Scramble_H4K16ac_rep1_peak_11617	chr9	44571154	44574785	p53KD_H4K16ac_rep1_peak_13084
chr9	44575956	44576553	Scramble_H4K16ac_rep1_peak_11618	chr9	44575934	44588303	p53KD_H4K16ac_rep1_peak_13085
chr9	44577691	44578522	Scramble_H4K16ac_rep1_peak_11619	chr9	44575934	44588303	p53KD_H4K16ac_rep1_peak_13085
chr9	44579818	44582278	Scramble_H4K16ac_rep1_peak_11620	chr9	44575934	44588303	p53KD_H4K16ac_rep1_peak_13085
chr9	44584533	44588429	Scramble_H4K16ac_rep1_peak_11621	chr9	44575934	44588303	p53KD_H4K16ac_rep1_peak_13085
chr9	44590569	44592005	Scramble_H4K16ac_rep1_peak_11622	chr9	44589492	44592181	p53KD_H4K16ac_rep1_peak_13086
chr9	44593842	44596161	Scramble_H4K16ac_rep1_peak_11623	chr9	44593723	44599609	p53KD_H4K16ac_rep1_peak_13087
chr9	44598816	44600943	Scramble_H4K16ac_rep1_peak_11624	chr9	44600687	44601546	p53KD_H4K16ac_rep1_peak_13087
chr9	44598816	44600943	Scramble_H4K16ac_rep1_peak_11624	chr9	44593723	44599609	p53KD_H4K16ac_rep1_peak_13087
chr9	44602796	44607987	Scramble_H4K16ac_rep1_peak_11625	chr9	44602385	44608027	p53KD_H4K16ac_rep1_peak_13087
chr9	44617576	44618944	Scramble_H4K16ac_rep1_peak_11626	chr9	44617532	44619017	p53KD_H4K16ac_rep1_peak_13089
chr9	44632450	44634439	Scramble_H4K16ac_rep1_peak_11627	chr9	44632206	44635364	p53KD_H4K16ac_rep1_peak_13095
chr9	44637461	44639871	Scramble_H4K16ac_rep1_peak_11628	chr9	44637337	44645216	p53KD_H4K16ac_rep1_peak_13096
chr9	44641908	44643044	Scramble_H4K16ac_rep1_peak_11629	chr9	44637337	44645216	p53KD_H4K16ac_rep1_peak_13096
chr9	44649721	44651483	Scramble_H4K16ac_rep1_peak_11631	chr9	44646424	44652887	p53KD_H4K16ac_rep1_peak_13097
chr9	44654052	44659432	Scramble_H4K16ac_rep1_peak_11633	chr9	44653725	44664746	p53KD_H4K16ac_rep1_peak_13098
chr9	44660543	44662751	Scramble_H4K16ac_rep1_peak_11634	chr9	44653725	44664746	p53KD_H4K16ac_rep1_peak_13098
chr9	44673827	44674703	Scramble_H4K16ac_rep1_peak_11635	chr9	44668051	44674876	p53KD_H4K16ac_rep1_peak_13100
chr9	44675948	44679422	Scramble_H4K16ac_rep1_peak_11636	chr9	44675929	44692039	p53KD_H4K16ac_rep1_peak_13100
chr9	44681274	44683026	Scramble_H4K16ac_rep1_peak_11637	chr9	44675929	44692039	p53KD_H4K16ac_rep1_peak_13100
chr9	44684658	44686038	Scramble_H4K16ac_rep1_peak_11638	chr9	44675929	44692039	p53KD_H4K16ac_rep1_peak_13100
chr9	44693969	44694745	Scramble_H4K16ac_rep1_peak_11639	chr9	44693379	44695001	p53KD_H4K16ac_rep1_peak_13101
chr9	44698384	44702507	Scramble_H4K16ac_rep1_peak_11640	chr9	44696523	44704819	p53KD_H4K16ac_rep1_peak_13102
chr9	44704615	44704859	Scramble_H4K16ac_rep1_peak_11641	chr9	44696523	44704819	p53KD_H4K16ac_rep1_peak_13102
chr9	44706328	44707887	Scramble_H4K16ac_rep1_peak_11642	chr9	44706085	44708692	p53KD_H4K16ac_rep1_peak_13103
chr9	44712713	44713355	Scramble_H4K16ac_rep1_peak_11643	chr9	44712604	44719874	p53KD_H4K16ac_rep1_peak_13104
chr9	44715179	44716801	Scramble_H4K16ac_rep1_peak_11644	chr9	44712604	44719874	p53KD_H4K16ac_rep1_peak_13104
chr9	44726038	44728780	Scramble_H4K16ac_rep1_peak_11645	chr9	44723478	44728948	p53KD_H4K16ac_rep1_peak_13106
chr9	44734126	44734882	Scramble_H4K16ac_rep1_peak_11646	chr9	44732945	44736172	p53KD_H4K16ac_rep1_peak_13107
chr9	44737895	44738576	Scramble_H4K16ac_rep1_peak_11647	chr9	44738109	44739112	p53KD_H4K16ac_rep1_peak_13108
chr9	44741041	44744920	Scramble_H4K16ac_rep1_peak_11648	chr9	44740077	44745020	p53KD_H4K16ac_rep1_peak_13109
chr9	44747990	44750952	Scramble_H4K16ac_rep1_peak_11649	chr9	44747962	44751218	p53KD_H4K16ac_rep1_peak_13110
chr9	44760286	44760489	Scramble_H4K16ac_rep1_peak_11650	chr9	44756477	44761334	p53KD_H4K16ac_rep1_peak_13112
chr9	44762950	44765430	Scramble_H4K16ac_rep1_peak_11651	chr9	44763950	44766402	p53KD_H4K16ac_rep1_peak_13113
chr9	44769098	44769383	Scramble_H4K16ac_rep1_peak_11652	chr9	44767809	44770934	p53KD_H4K16ac_rep1_peak_13114
chr9	44775574	44778085	Scramble_H4K16ac_rep1_peak_11653	chr9	44772084	44779096	p53KD_H4K16ac_rep1_peak_13115
chr9	44782459	44784675	Scramble_H4K16ac_rep1_peak_11654	chr9	44781347	44784624	p53KD_H4K16ac_rep1_peak_13116
chr9	44787837	44789365	Scramble_H4K16ac_rep1_peak_11655	chr9	44785470	44789509	p53KD_H4K16ac_rep1_peak_13116
chr9	44792392	44793390	Scramble_H4K16ac_rep1_peak_11656	chr9	44791332	44793521	p53KD_H4K16ac_rep1_peak_13117
chr9	44802490	44803910	Scramble_H4K16ac_rep1_peak_11657	chr9	44802318	44805005	p53KD_H4K16ac_rep1_peak_13120
chr9	44810461	44815761	Scramble_H4K16ac_rep1_peak_11658	chr9	44809779	44831275	p53KD_H4K16ac_rep1_peak_13122
chr9	44817854	44823307	Scramble_H4K16ac_rep1_peak_11659	chr9	44809779	44831275	p53KD_H4K16ac_rep1_peak_13122
chr9	44825734	44827754	Scramble_H4K16ac_rep1_peak_11660	chr9	44809779	44831275	p53KD_H4K16ac_rep1_peak_13122
chr9	44829052	44831647	Scramble_H4K16ac_rep1_peak_11660	chr9	44809779	44831275	p53KD_H4K16ac_rep1_peak_13122
chr9	44837277	44837911	Scramble_H4K16ac_rep1_peak_11661	chr9	44835723	44842169	p53KD_H4K16ac_rep1_peak_13124
chr9	44848429	44848843	Scramble_H4K16ac_rep1_peak_11662	chr9	44846025	44849889	p53KD_H4K16ac_rep1_peak_13125
chr9	44851962	44854397	Scramble_H4K16ac_rep1_peak_11663	chr9	44851430	44858861	p53KD_H4K16ac_rep1_peak_13126
chr9	44856905	44858875	Scramble_H4K16ac_rep1_peak_11664	chr9	44851430	44858861	p53KD_H4K16ac_rep1_peak_13126
chr9	44861894	44862960	Scramble_H4K16ac_rep1_peak_11665	chr9	44860853	44867461	p53KD_H4K16ac_rep1_peak_13127
chr9	44866468	44868184	Scramble_H4K16ac_rep1_peak_11666	chr9	44860853	44867461	p53KD_H4K16ac_rep1_peak_13127
chr9	44872895	44875360	Scramble_H4K16ac_rep1_peak_11667	chr9	44872648	44875473	p53KD_H4K16ac_rep1_peak_13129
chr9	44878133	44881499	Scramble_H4K16ac_rep1_peak_11668	chr9	44877083	44885088	p53KD_H4K16ac_rep1_peak_13130
chr9	44882892	44884122	Scramble_H4K16ac_rep1_peak_11669	chr9	44877083	44885088	p53KD_H4K16ac_rep1_peak_13130
chr9	44889112	44892600	Scramble_H4K16ac_rep1_peak_11670	chr9	44886298	44892636	p53KD_H4K16ac_rep1_peak_13131
chr9	44894275	44894538	Scramble_H4K16ac_rep1_peak_11671	chr9	44893488	44896840	p53KD_H4K16ac_rep1_peak_13132
chr9	44895569	44896450	Scramble_H4K16ac_rep1_peak_11672	chr9	44893488	44896840	p53KD_H4K16ac_rep1_peak_13132
chr9	44898156	44902883	Scramble_H4K16ac_rep1_peak_11673	chr9	44897977	44909943	p53KD_H4K16ac_rep1_peak_13133
chr9	44903907	44906248	Scramble_H4K16ac_rep1_peak_11674	chr9	44897977	44909943	p53KD_H4K16ac_rep1_peak_13133
chr9	44907336	44910410	Scramble_H4K16ac_rep1_peak_11675	chr9	44897977	44909943	p53KD_H4K16ac_rep1_peak_13133
chr9	44913803	44915849	Scramble_H4K16ac_rep1_peak_11676	chr9	44915525	44918509	p53KD_H4K16ac_rep1_peak_13135
chr9	44921834	44922537	Scramble_H4K16ac_rep1_peak_11677	chr9	44919369	44923661	p53KD_H4K16ac_rep1_peak_13136
chr9	44928130	44931061	Scramble_H4K16ac_rep1_peak_11678	chr9	44924744	44930983	p53KD_H4K16ac_rep1_peak_13137
chr9	44931854	44931966	Scramble_H4K16ac_rep1_peak_11678	chr9	44931904	44934932	p53KD_H4K16ac_rep1_peak_13137
chr9	44933385	44937154	Scramble_H4K16ac_rep1_peak_11679	chr9	44931904	44934932	p53KD_H4K16ac_rep1_peak_13137
chr9	44933385	44937154	Scramble_H4K16ac_rep1_peak_11679	chr9	44935999	44938168	p53KD_H4K16ac_rep1_peak_13137
chr9	44943498	44944735	Scramble_H4K16ac_rep1_peak_11680	chr9	44943177	44944643	p53KD_H4K16ac_rep1_peak_13138
chr9	44946934	44948102	Scramble_H4K16ac_rep1_peak_11681	chr9	44946935	44947026	p53KD_H4K16ac_rep1_peak_13139
chr9	44946934	44948102	Scramble_H4K16ac_rep1_peak_11681	chr9	44947913	44953817	p53KD_H4K16ac_rep1_peak_13139
chr9	44950518	44952235	Scramble_H4K16ac_rep1_peak_11682	chr9	44947913	44953817	p53KD_H4K16ac_rep1_peak_13139
chr9	44954787	44956318	Scramble_H4K16ac_rep1_peak_11683	chr9	44954802	44960278	p53KD_H4K16ac_rep1_peak_13140
chr9	44957896	44959465	Scramble_H4K16ac_rep1_peak_11684	chr9	44954802	44960278	p53KD_H4K16ac_rep1_peak_13140
chr9	44960856	44962335	Scramble_H4K16ac_rep1_peak_11685	chr9	44961259	44975217	p53KD_H4K16ac_rep1_peak_13141
chr9	44964486	44966122	Scramble_H4K16ac_rep1_peak_11686	chr9	44961259	44975217	p53KD_H4K16ac_rep1_peak_13141
chr9	44969167	44973940	Scramble_H4K16ac_rep1_peak_11687	chr9	44961259	44975217	p53KD_H4K16ac_rep1_peak_13141
chr9	44982301	44983375	Scramble_H4K16ac_rep1_peak_11688	chr9	44980866	44984543	p53KD_H4K16ac_rep1_peak_13143
chr9	44989979	44991199	Scramble_H4K16ac_rep1_peak_11689	chr9	44985607	44996712	p53KD_H4K16ac_rep1_peak_13144
chr9	44992525	44996670	Scramble_H4K16ac_rep1_peak_11690	chr9	44985607	44996712	p53KD_H4K16ac_rep1_peak_13144
chr9	45000035	45000584	Scramble_H4K16ac_rep1_peak_11691	chr9	44998286	45004719	p53KD_H4K16ac_rep1_peak_13145
chr9	45005976	45007018	Scramble_H4K16ac_rep1_peak_11692	chr9	45005924	45008667	p53KD_H4K16ac_rep1_peak_13145
chr9	45008037	45008550	Scramble_H4K16ac_rep1_peak_11693	chr9	45005924	45008667	p53KD_H4K16ac_rep1_peak_13145
chr9	45011809	45013957	Scramble_H4K16ac_rep1_peak_11694	chr9	45011712	45014409	p53KD_H4K16ac_rep1_peak_13146
chr9	45016654	45019198	Scramble_H4K16ac_rep1_peak_11695	chr9	45016407	45018844	p53KD_H4K16ac_rep1_peak_13146
chr9	45026137	45029909	Scramble_H4K16ac_rep1_peak_11697	chr9	45025312	45031634	p53KD_H4K16ac_rep1_peak_13148
chr9	45037502	45038563	Scramble_H4K16ac_rep1_peak_11698	chr9	45037521	45038751	p53KD_H4K16ac_rep1_peak_13149
chr9	45041851	45042431	Scramble_H4K16ac_rep1_peak_11699	chr9	45040713	45043288	p53KD_H4K16ac_rep1_peak_13150
chr9	45049708	45052669	Scramble_H4K16ac_rep1_peak_11700	chr9	45049706	45059280	p53KD_H4K16ac_rep1_peak_13152
chr9	45054659	45055128	Scramble_H4K16ac_rep1_peak_11701	chr9	45049706	45059280	p53KD_H4K16ac_rep1_peak_13152
chr9	45062083	45062938	Scramble_H4K16ac_rep1_peak_11702	chr9	45062157	45063401	p53KD_H4K16ac_rep1_peak_13153
chr9	45067916	45068213	Scramble_H4K16ac_rep1_peak_11703	chr9	45066760	45068358	p53KD_H4K16ac_rep1_peak_13154
chr9	45076643	45078217	Scramble_H4K16ac_rep1_peak_11704	chr9	45075882	45078945	p53KD_H4K16ac_rep1_peak_13156
chr9	45080686	45082206	Scramble_H4K16ac_rep1_peak_11705	chr9	45080659	45093179	p53KD_H4K16ac_rep1_peak_13156
chr9	45083784	45087150	Scramble_H4K16ac_rep1_peak_11706	chr9	45080659	45093179	p53KD_H4K16ac_rep1_peak_13156
chr9	45088443	45089441	Scramble_H4K16ac_rep1_peak_11707	chr9	45080659	45093179	p53KD_H4K16ac_rep1_peak_13156
chr9	45091012	45091331	Scramble_H4K16ac_rep1_peak_11708	chr9	45080659	45093179	p53KD_H4K16ac_rep1_peak_13156
chr9	45097232	45098016	Scramble_H4K16ac_rep1_peak_11709	chr9	45097201	45099106	p53KD_H4K16ac_rep1_peak_13158
chr9	45101972	45102156	Scramble_H4K16ac_rep1_peak_11710	chr9	45101424	45102754	p53KD_H4K16ac_rep1_peak_13159
chr9	45103240	45104236	Scramble_H4K16ac_rep1_peak_11710	chr9	45103717	45104385	p53KD_H4K16ac_rep1_peak_13160
chr9	45108095	45108222	Scramble_H4K16ac_rep1_peak_11711	chr9	45106623	45108920	p53KD_H4K16ac_rep1_peak_13161
chr9	45115420	45116782	Scramble_H4K16ac_rep1_peak_11712	chr9	45115439	45116373	p53KD_H4K16ac_rep1_peak_13162
chr9	45117572	45120406	Scramble_H4K16ac_rep1_peak_11712	chr9	45118023	45123266	p53KD_H4K16ac_rep1_peak_13163
chr9	45126809	45128417	Scramble_H4K16ac_rep1_peak_11713	chr9	45125189	45127753	p53KD_H4K16ac_rep1_peak_13164
chr9	45129435	45130135	Scramble_H4K16ac_rep1_peak_11713	chr9	45129918	45134668	p53KD_H4K16ac_rep1_peak_13165
chr9	45132934	45135377	Scramble_H4K16ac_rep1_peak_11714	chr9	45129918	45134668	p53KD_H4K16ac_rep1_peak_13165
chr9	45137261	45138530	Scramble_H4K16ac_rep1_peak_11715	chr9	45136822	45138643	p53KD_H4K16ac_rep1_peak_13166
chr9	45140471	45143782	Scramble_H4K16ac_rep1_peak_11716	chr9	45140052	45145280	p53KD_H4K16ac_rep1_peak_13167
chr9	45147712	45149311	Scramble_H4K16ac_rep1_peak_11717	chr9	45147152	45150216	p53KD_H4K16ac_rep1_peak_13168
chr9	45174130	45174420	Scramble_H4K16ac_rep1_peak_11718	chr9	45174185	45174456	p53KD_H4K16ac_rep1_peak_13172
chr9	45175716	45177921	Scramble_H4K16ac_rep1_peak_11719	chr9	45175613	45175826	p53KD_H4K16ac_rep1_peak_13172
chr9	45175716	45177921	Scramble_H4K16ac_rep1_peak_11719	chr9	45176673	45187356	p53KD_H4K16ac_rep1_peak_13172
chr9	45179850	45181614	Scramble_H4K16ac_rep1_peak_11720	chr9	45176673	45187356	p53KD_H4K16ac_rep1_peak_13172
chr9	45188533	45188996	Scramble_H4K16ac_rep1_peak_11721	chr9	45188378	45197068	p53KD_H4K16ac_rep1_peak_13173
chr9	45195567	45196988	Scramble_H4K16ac_rep1_peak_11722	chr9	45188378	45197068	p53KD_H4K16ac_rep1_peak_13173
chr9	45199037	45200940	Scramble_H4K16ac_rep1_peak_11723	chr9	45198985	45200930	p53KD_H4K16ac_rep1_peak_13174
chr9	45205059	45205675	Scramble_H4K16ac_rep1_peak_11724	chr9	45204847	45205647	p53KD_H4K16ac_rep1_peak_13175
chr9	45208529	45209578	Scramble_H4K16ac_rep1_peak_11725	chr9	45209315	45209564	p53KD_H4K16ac_rep1_peak_13176
chr9	45214041	45215678	Scramble_H4K16ac_rep1_peak_11726	chr9	45211762	45215403	p53KD_H4K16ac_rep1_peak_13177
chr9	45218516	45218716	Scramble_H4K16ac_rep1_peak_11727	chr9	45217082	45220213	p53KD_H4K16ac_rep1_peak_13178
chr9	45228816	45230964	Scramble_H4K16ac_rep1_peak_11729	chr9	45223770	45231258	p53KD_H4K16ac_rep1_peak_13178
chr9	45232922	45233251	Scramble_H4K16ac_rep1_peak_11730	chr9	45232753	45235037	p53KD_H4K16ac_rep1_peak_13179
chr9	45238103	45239164	Scramble_H4K16ac_rep1_peak_11732	chr9	45237868	45241612	p53KD_H4K16ac_rep1_peak_13180
chr9	45243825	45246402	Scramble_H4K16ac_rep1_peak_11733	chr9	45242600	45247433	p53KD_H4K16ac_rep1_peak_13180
chr9	45249701	45252417	Scramble_H4K16ac_rep1_peak_11734	chr9	45250096	45252271	p53KD_H4K16ac_rep1_peak_13181
chr9	45257501	45258681	Scramble_H4K16ac_rep1_peak_11735	chr9	45257672	45261401	p53KD_H4K16ac_rep1_peak_13182
chr9	45267167	45267397	Scramble_H4K16ac_rep1_peak_11736	chr9	45266492	45267203	p53KD_H4K16ac_rep1_peak_13183
chr9	45268350	45268754	Scramble_H4K16ac_rep1_peak_11736	chr9	45268112	45269551	p53KD_H4K16ac_rep1_peak_13184
chr9	45273832	45274475	Scramble_H4K16ac_rep1_peak_11737	chr9	45273183	45283821	p53KD_H4K16ac_rep1_peak_13185
chr9	45275890	45277142	Scramble_H4K16ac_rep1_peak_11738	chr9	45273183	45283821	p53KD_H4K16ac_rep1_peak_13185
chr9	45278851	45281946	Scramble_H4K16ac_rep1_peak_11739	chr9	45273183	45283821	p53KD_H4K16ac_rep1_peak_13185
chr9	45285491	45289792	Scramble_H4K16ac_rep1_peak_11740	chr9	45284715	45289652	p53KD_H4K16ac_rep1_peak_13186
chr9	45296252	45298148	Scramble_H4K16ac_rep1_peak_11741	chr9	45296236	45298813	p53KD_H4K16ac_rep1_peak_13189
chr9	45309804	45311738	Scramble_H4K16ac_rep1_peak_11742	chr9	45308415	45315611	p53KD_H4K16ac_rep1_peak_13193
chr9	45314835	45315448	Scramble_H4K16ac_rep1_peak_11743	chr9	45308415	45315611	p53KD_H4K16ac_rep1_peak_13193
chr9	45318022	45319472	Scramble_H4K16ac_rep1_peak_11744	chr9	45316635	45320129	p53KD_H4K16ac_rep1_peak_13194
chr9	45326342	45326842	Scramble_H4K16ac_rep1_peak_11745	chr9	45325221	45328511	p53KD_H4K16ac_rep1_peak_13196
chr9	45340795	45341231	Scramble_H4K16ac_rep1_peak_11747	chr9	45339120	45341292	p53KD_H4K16ac_rep1_peak_13198
chr9	45347052	45348540	Scramble_H4K16ac_rep1_peak_11748	chr9	45344961	45351591	p53KD_H4K16ac_rep1_peak_13200
chr9	45367078	45367412	Scramble_H4K16ac_rep1_peak_11750	chr9	45365820	45367602	p53KD_H4K16ac_rep1_peak_13204
chr9	45382972	45383103	Scramble_H4K16ac_rep1_peak_11751	chr9	45380841	45383250	p53KD_H4K16ac_rep1_peak_13208
chr9	45387042	45388745	Scramble_H4K16ac_rep1_peak_11753	chr9	45384190	45390310	p53KD_H4K16ac_rep1_peak_13209
chr9	45397841	45398948	Scramble_H4K16ac_rep1_peak_11754	chr9	45396544	45398981	p53KD_H4K16ac_rep1_peak_13212
chr9	45402950	45403896	Scramble_H4K16ac_rep1_peak_11755	chr9	45402363	45404023	p53KD_H4K16ac_rep1_peak_13213
chr9	45424234	45425799	Scramble_H4K16ac_rep1_peak_11757	chr9	45419468	45434000	p53KD_H4K16ac_rep1_peak_13217
chr9	45428992	45429406	Scramble_H4K16ac_rep1_peak_11758	chr9	45419468	45434000	p53KD_H4K16ac_rep1_peak_13217
chr9	45433199	45433473	Scramble_H4K16ac_rep1_peak_11759	chr9	45419468	45434000	p53KD_H4K16ac_rep1_peak_13217
chr9	45448117	45449866	Scramble_H4K16ac_rep1_peak_11760	chr9	45445756	45452065	p53KD_H4K16ac_rep1_peak_13221
chr9	45453291	45453417	Scramble_H4K16ac_rep1_peak_11761	chr9	45453255	45453602	p53KD_H4K16ac_rep1_peak_13221
chr9	45456622	45457181	Scramble_H4K16ac_rep1_peak_11762	chr9	45455494	45457541	p53KD_H4K16ac_rep1_peak_13222
chr9	45459175	45462274	Scramble_H4K16ac_rep1_peak_11763	chr9	45458482	45467342	p53KD_H4K16ac_rep1_peak_13223
chr9	45463492	45465644	Scramble_H4K16ac_rep1_peak_11764	chr9	45458482	45467342	p53KD_H4K16ac_rep1_peak_13223
chr9	45474848	45475743	Scramble_H4K16ac_rep1_peak_11765	chr9	45468863	45476211	p53KD_H4K16ac_rep1_peak_13224
chr9	45477620	45478721	Scramble_H4K16ac_rep1_peak_11766	chr9	45477656	45482508	p53KD_H4K16ac_rep1_peak_13224
chr9	45479789	45482024	Scramble_H4K16ac_rep1_peak_11766	chr9	45477656	45482508	p53KD_H4K16ac_rep1_peak_13224
chr9	45490164	45490862	Scramble_H4K16ac_rep1_peak_11767	chr9	45489059	45493942	p53KD_H4K16ac_rep1_peak_13227
chr9	45492270	45493203	Scramble_H4K16ac_rep1_peak_11768	chr9	45489059	45493942	p53KD_H4K16ac_rep1_peak_13227
chr9	45498220	45500630	Scramble_H4K16ac_rep1_peak_11769	chr9	45497527	45502016	p53KD_H4K16ac_rep1_peak_13228
chr9	45506681	45510033	Scramble_H4K16ac_rep1_peak_11770	chr9	45506637	45510167	p53KD_H4K16ac_rep1_peak_13230
chr9	45512061	45515402	Scramble_H4K16ac_rep1_peak_11771	chr9	45511107	45515377	p53KD_H4K16ac_rep1_peak_13230
chr9	60571276	60572011	Scramble_H4K16ac_rep1_peak_11772	chr9	60568070	60572008	p53KD_H4K16ac_rep1_peak_13232
chr9	60573218	60574452	Scramble_H4K16ac_rep1_peak_11773	chr9	60573177	60576290	p53KD_H4K16ac_rep1_peak_13232
chr9	60579303	60580190	Scramble_H4K16ac_rep1_peak_11774	chr9	60579243	60586920	p53KD_H4K16ac_rep1_peak_13233
chr9	60581088	60586779	Scramble_H4K16ac_rep1_peak_11774	chr9	60579243	60586920	p53KD_H4K16ac_rep1_peak_13233
chr9	60590994	60593255	Scramble_H4K16ac_rep1_peak_11775	chr9	60590732	60603367	p53KD_H4K16ac_rep1_peak_13234
chr9	60595015	60597650	Scramble_H4K16ac_rep1_peak_11776	chr9	60590732	60603367	p53KD_H4K16ac_rep1_peak_13234
chr9	60601568	60605040	Scramble_H4K16ac_rep1_peak_11777	chr9	60590732	60603367	p53KD_H4K16ac_rep1_peak_13234
chr9	60601568	60605040	Scramble_H4K16ac_rep1_peak_11777	chr9	60604831	60605427	p53KD_H4K16ac_rep1_peak_13235
chr9	60610064	60612280	Scramble_H4K16ac_rep1_peak_11778	chr9	60609967	60613079	p53KD_H4K16ac_rep1_peak_13236
chr9	60622347	60628288	Scramble_H4K16ac_rep1_peak_11779	chr9	60621807	60628330	p53KD_H4K16ac_rep1_peak_13238
